team,url,name,SKU,price,color,detail
Miami Marlins,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20383493,Miami Marlins MLB Authentic Collection 59FIFTY Cap,20383493,$25.99,Black,"Made of 100% Polyester, Woven"
Baltimore Orioles,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20383491,Baltimore Orioles MLB Authentic Collection 59FIFTY Cap,20383491,$25.99,Black/Orange,"Made of 100% Polyester, Woven"
Baltimore Orioles,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20383489,Baltimore Orioles MLB Authentic Collection 59FIFTY Cap,20383489,$25.99,White/Black/Orange,"Made of 100% Polyester, Woven"
Washington Nationals,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249800,Washington Nationals MLB Authentic Collection 59FIFTY Cap,20249800,$19.99,Red,"Made of 100% Polyester, Knit"
Texas Rangers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249798,Texas Rangers MLB Authentic Collection 59FIFTY Cap,20249798,$19.99,RoyalBlue,"Made of 100% Cotton, Woven"
Tampa Bay Rays,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249797,Tampa Bay Rays MLB Authentic Collection 59FIFTY Cap,20249797,$19.99,LightNavy,"Made of 100% Polyester, Knit"
San Francisco Giants,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249794,San Francisco Giants MLB Authentic Collection 59FIFTY Cap,20249794,$19.99,Black,"Made of 100% Polyester, Woven"
Pittsburgh Pirates,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249792,Pittsburgh Pirates MLB Authentic Collection 59FIFTY Cap,20249792,$19.99,Black,"Made of 100% Polyester, Knit"
Philadelphia Phillies,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249791,Philadelphia Phillies MLB Authentic Collection 59FIFTY Cap,20249791,$19.99,Red,"Made of 100% Polyester, Knit"
New York Mets,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249788,New York Mets MLB Authentic Collection 59FIFTY Cap,20249788,$19.99,RoyalBlue,"Made of 100% Polyester, Knit"
Minnesota Twins,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249787,Minnesota Twins MLB Authentic Collection 59FIFTY Cap,20249787,$19.99,Navy,"Made of 100% Polyester, Woven"
Milwaukee Brewers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249786,Milwaukee Brewers MLB Authentic Collection 59FIFTY Cap,20249786,$19.99,LightNavy,"Made of 100% Polyester, Woven"
Colorado Rockies,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249779,Colorado Rockies MLB Authentic Collection 59FIFTY Cap,20249779,$19.99,Black,"Made of 100% Polyester, Knit"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249777,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,20249777,$19.99,Red,"Made of 100% Polyester, Knit"
Chicago White Sox,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249776,Chicago White Sox MLB Authentic Collection 59FIFTY Cap,20249776,$19.99,Black,"Made of 100% Polyester, Knit"
Atlanta Braves,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249772,Atlanta Braves MLB Authentic Collection 59FIFTY Cap,20249772,$19.99,Navy/Red,"Made of 100% Polyester, Woven"
Arizona Diamondbacks,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20249771,Arizona Diamondbacks MLB Authentic Collection 59FIFTY Cap,20249771,$19.99,Brick,"Made of 100% Polyester, Knit"
Cleveland Indians,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20247693,Cleveland Indians MLB Authentic Collection 59FIFTY Cap,20247693,$25.99,Red,"Made of 100% Polyester, Woven"
Washington Nationals,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20216723,Washington Nationals MLB Black and White Fashion 59FIFTY Cap,20216723,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Minnesota Twins,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20162182,Minnesota Twins MLB Authentic Collection 59FIFTY Cap,20162182,$25.99,Navy/Red,"Made of 100% Polyester, Woven"
Tampa Bay Rays,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156752,Tampa Bay Rays MLB White And Black 59FIFTY Cap,20156752,$24.99,White,"Made of 100% Cotton, Woven"
St. Louis Cardinals,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156751,St. Louis Cardinals MLB White And Black 59FIFTY Cap,20156751,$24.99,White,"Made of 100% Cotton, Woven"
St. Louis Cardinals,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156750,St. Louis Cardinals MLB White And Black 59FIFTY Cap,20156750,$24.99,White,"Made of 100% Cotton, Woven"
Seattle Mariners,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156749,Seattle Mariners MLB White And Black 59FIFTY Cap,20156749,$24.99,White,"Made of 100% Cotton, Woven"
Minnesota Twins,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156741,Minnesota Twins MLB White And Black 59FIFTY Cap,20156741,$24.99,White,"Made of 100% Cotton, Woven"
Los Angeles Angels,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156738,Los Angeles Angels MLB White And Black 59FIFTY Cap,20156738,$24.99,White,"Made of 100% Cotton, Woven"
Houston Astros,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156736,Houston Astros MLB White And Black 59FIFTY Cap,20156736,$24.99,White,"Made of 100% Cotton, Woven"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156730,Cincinnati Reds MLB White And Black 59FIFTY Cap,20156730,$24.99,White,"Made of 100% Cotton, Woven"
Chicago White Sox,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156729,Chicago White Sox MLB White And Black 59FIFTY Cap,20156729,$24.99,White,"Made of 100% Cotton, Woven"
Boston Red Sox,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156726,Boston Red Sox MLB White And Black 59FIFTY Cap,20156726,$24.99,White,"Made of 100% Cotton, Woven"
Atlanta Braves,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156723,Atlanta Braves MLB White And Black 59FIFTY Cap,20156723,$24.99,White,"Made of 100% Cotton, Woven"
Arizona Diamondbacks,http://shop.neweracap.com/Style/59Fifty-MLB-White-And-Black/20156722,Arizona Diamondbacks MLB White And Black 59FIFTY Cap,20156722,$24.99,White,"Made of 100% Cotton, Woven"
Texas Rangers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20130512,Texas Rangers MLB Authentic Collection 59FIFTY Cap,20130512,$25.99,Red,"Made of 100% Polyester, Woven"
Boston Red Sox,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20130510,Boston Red Sox MLB Authentic Collection 59FIFTY Cap,20130510,$25.99,Navy,"Made of 100% Polyester, Woven"
Toronto Blue Jays,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20119528,Toronto Blue Jays MLB Black on Black Fashion 59FIFTY Cap,20119528,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Atlanta Braves,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20116714,Atlanta Braves MLB Authentic Collection 59FIFTY Cap,20116714,$25.99,Navy,"Made of 100% Polyester, Woven"
Tampa Bay Rays,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20110600,Tampa Bay Rays MLB Authentic Collection 59FIFTY Cap,20110600,$25.99,LightNavy,"Made of 100% Polyester, Woven"
Philadelphia Phillies,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20110599,Philadelphia Phillies MLB Authentic Collection 59FIFTY Cap,20110599,$25.99,RoyalBlue/Red,"Made of 100% Polyester, Woven"
Cleveland Indians,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20110593,Cleveland Indians MLB Authentic Collection 59FIFTY Cap,20110593,$25.99,Navy/Red,"Made of 100% Polyester, Woven"
Tampa Bay Rays,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20105719,Tampa Bay Rays MLB Black and White Fashion 59FIFTY Cap,20105719,$24.99,Black,"Made of 100% Wool, Woven"
Seattle Mariners,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20105718,Seattle Mariners MLB Black and White Fashion 59FIFTY Cap,20105718,$24.99,Black,"Made of 100% Wool, Woven"
Minnesota Twins,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20105717,Minnesota Twins MLB Black and White Fashion 59FIFTY Cap,20105717,$24.99,Black,"Made of 100% Wool, Woven"
Milwaukee Brewers,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20105716,Milwaukee Brewers MLB Black and White Fashion 59FIFTY Cap,20105716,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Kansas City Royals,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20105714,Kansas City Royals MLB Black and White Fashion 59FIFTY Cap,20105714,$24.99,Black,"Made of 100% Wool, Woven"
Colorado Rockies,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20105712,Colorado Rockies MLB Black and White Fashion 59FIFTY Cap,20105712,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Cleveland Indians,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20105711,Cleveland Indians MLB Black and White Fashion 59FIFTY Cap,20105711,$24.99,Black,"Made of 100% Wool, Woven"
Baltimore Orioles,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20105709,Baltimore Orioles MLB Black and White Fashion 59FIFTY Cap,20105709,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Arizona Diamondbacks,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20105708,Arizona Diamondbacks MLB Black and White Fashion 59FIFTY Cap,20105708,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Seattle Mariners,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105707,Seattle Mariners MLB Black on Black Fashion 59FIFTY Cap,20105707,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Washington Nationals,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105689,Washington Nationals MLB Black on Black Fashion 59FIFTY Cap,20105689,$24.99,Black,"Made of 100% Wool, Woven"
Toronto Blue Jays,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105688,Toronto Blue Jays MLB Black on Black Fashion 59FIFTY Cap,20105688,$24.99,Black,"Made of 100% Wool, Woven"
Tampa Bay Rays,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105685,Tampa Bay Rays MLB Black on Black Fashion 59FIFTY Cap,20105685,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Minnesota Twins,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105684,Minnesota Twins MLB Black on Black Fashion 59FIFTY Cap,20105684,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Milwaukee Brewers,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105683,Milwaukee Brewers MLB Black on Black Fashion 59FIFTY Cap,20105683,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Kansas City Royals,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105682,Kansas City Royals MLB Black on Black Fashion 59FIFTY Cap,20105682,$24.99,Black,"Made of 100% Wool, Woven"
Florida Marlins,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105681,Florida Marlins MLB Black on Black Fashion 59FIFTY Cap,20105681,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Colorado Rockies,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105680,Colorado Rockies MLB Black on Black Fashion 59FIFTY Cap,20105680,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Cleveland Indians,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105679,Cleveland Indians MLB Black on Black Fashion 59FIFTY Cap,20105679,$24.99,Black,"Made of 100% Polyester, Woven"
Baltimore Orioles,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105678,Baltimore Orioles MLB Black on Black Fashion 59FIFTY Cap,20105678,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Arizona Diamondbacks,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20105677,Arizona Diamondbacks MLB Black on Black Fashion 59FIFTY Cap,20105677,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Chicago White Sox,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20099831,Chicago White Sox MLB Black and White Fashion 59FIFTY Cap,20099831,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Chicago Cubs,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20099825,Chicago Cubs MLB Black and White Fashion 59FIFTY Cap,20099825,$24.99,Black,"Made of 100% Wool, Woven Fleece"
St. Louis Cardinals,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20099800,St. Louis Cardinals MLB Black and White Fashion 59FIFTY Cap,20099800,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Seattle Mariners,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20089183,Seattle Mariners MLB Authentic Collection 59FIFTY Cap,20089183,$25.99,Navy,"Made of 100% Polyester, Woven"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20079650,Cincinnati Reds MLB Black and White Fashion 59FIFTY Cap,20079650,$24.99,Black,"Made of 100% Wool, Woven"
Detroit Tigers,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20079648,Detroit Tigers MLB Black and White Fashion 59FIFTY Cap,20079648,$24.99,Black,"Made of 100% Wool, Woven"
Oakland Athletics,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20079645,Oakland Athletics MLB Black and White Fashion 59FIFTY Cap,20079645,$24.99,Black,"Made of 100% Wool, Woven Fleece"
San Diego Padres,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20079643,San Diego Padres MLB Black and White Fashion 59FIFTY Cap,20079643,$24.99,Black,"Made of 100% Wool, Woven"
San Francisco Giants,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20079642,San Francisco Giants MLB Black and White Fashion 59FIFTY Cap,20079642,$24.99,Black,"Made of 100% Wool, Woven"
Boston Red Sox,http://shop.neweracap.com/Style/59Fifty-MLB-Black-and-White-Fashion/20079641,Boston Red Sox MLB Black and White Fashion 59FIFTY Cap,20079641,$24.99,Black,"Made of 100% Wool, Woven"
Pittsburgh Pirates,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20079639,Pittsburgh Pirates MLB Black on Black Fashion 59FIFTY Cap,20079639,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20079638,Cincinnati Reds MLB Black on Black Fashion 59FIFTY Cap,20079638,$24.99,Black,"Made of 100% Wool, Woven"
New York Mets,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20079637,New York Mets MLB Black on Black Fashion 59FIFTY Cap,20079637,$24.99,Black,"Made of 100% Wool, Woven"
Baltimore Orioles,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078699,Baltimore Orioles MLB Authentic Collection 59FIFTY Cap,20078699,$25.99,Black/Orange,"Made of 100% Polyester, Woven"
St. Louis Cardinals,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078212,St. Louis Cardinals MLB Authentic Collection 59FIFTY Cap,20078212,$25.99,Navy,"Made of 100% Polyester, Woven"
Detroit Tigers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078200,Detroit Tigers MLB Authentic Collection 59FIFTY Cap,20078200,$25.99,Navy,"Made of 100% Polyester, Woven"
Colorado Rockies,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078199,Colorado Rockies MLB Authentic Collection 59FIFTY Cap,20078199,$25.99,Purple,"Made of 100% Polyester, Woven"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078194,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,20078194,$25.99,Black/Red,"Made of 100% Polyester, Woven"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078193,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,20078193,$25.99,Red,"Made of 100% Polyester, Woven"
Arizona Diamondbacks,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078189,Arizona Diamondbacks MLB Authentic Collection 59FIFTY Cap,20078189,$25.99,Black,"Made of 100% Polyester, Woven"
Arizona Diamondbacks,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20078188,Arizona Diamondbacks MLB Authentic Collection 59FIFTY Cap,20078188,$25.99,Brick,"Made of 100% Polyester, Woven"
Milwaukee Brewers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20061625,Milwaukee Brewers MLB Authentic Collection 59FIFTY Cap,20061625,$25.99,RoyalBlue,"Made of 100% Polyester, Woven"
Texas Rangers,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057743,Texas Rangers MLB Black on Black Fashion 59FIFTY Cap,20057743,$24.99,Black,"Made of 100% Wool, Woven"
St. Louis Cardinals,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057741,St. Louis Cardinals MLB Black on Black Fashion 59FIFTY Cap,20057741,$24.99,Black,"Made of 100% Nylon, Woven Felt"
San Diego Padres,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057739,San Diego Padres MLB Black on Black Fashion 59FIFTY Cap,20057739,$24.99,Black,"Made of 100% Wool, Woven"
Philadelphia Phillies,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057737,Philadelphia Phillies MLB Black on Black Fashion 59FIFTY Cap,20057737,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Oakland Athletics,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057736,Oakland Athletics MLB Black on Black Fashion 59FIFTY Cap,20057736,$24.99,Black,"Made of 100% Wool, Woven"
Los Angeles Angels,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057733,Los Angeles Angels MLB Black on Black Fashion 59FIFTY Cap,20057733,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Detroit Tigers,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057730,Detroit Tigers MLB Black on Black Fashion 59FIFTY Cap,20057730,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Chicago Cubs,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057729,Chicago Cubs MLB Black on Black Fashion 59FIFTY Cap,20057729,$24.99,Black,"Made of 100% Wool, Woven"
Chicago White Sox,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057728,Chicago White Sox MLB Black on Black Fashion 59FIFTY Cap,20057728,$24.99,Black,"Made of 100% Wool, Woven Fleece"
Boston Red Sox,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057726,Boston Red Sox MLB Black on Black Fashion 59FIFTY Cap,20057726,$24.99,Black,Made of 100% Linen Woven
Atlanta Braves,http://shop.neweracap.com/Style/59Fifty-MLB-Black-on-Black-Fashion/20057693,Atlanta Braves MLB Black on Black Fashion 59FIFTY Cap,20057693,$24.99,Black,"Made of 100% Wool, Woven"
Texas Rangers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055152,Texas Rangers MLB Authentic Collection 59FIFTY Cap,20055152,$25.99,RoyalBlue,"Made of 100% Polyester, Woven"
San Francisco Giants,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055150,San Francisco Giants MLB Authentic Collection 59FIFTY Cap,20055150,$25.99,Black,"Made of 100% Polyester, Woven"
San Diego Padres,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055149,San Diego Padres MLB Authentic Collection 59FIFTY Cap,20055149,$25.99,Navy,"Made of 100% Polyester, Woven"
New York Mets,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055144,New York Mets MLB Authentic Collection 59FIFTY Cap,20055144,$25.99,RoyalBlue,"Made of 100% Polyester, Woven"
Minnesota Twins,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055143,Minnesota Twins MLB Authentic Collection 59FIFTY Cap,20055143,$25.99,Navy,"Made of 100% Polyester, Woven"
Milwaukee Brewers,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055142,Milwaukee Brewers MLB Authentic Collection 59FIFTY Cap,20055142,$25.99,Navy,"Made of 100% Polyester, Woven"
Los Angeles Angels,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055140,Los Angeles Angels MLB Authentic Collection 59FIFTY Cap,20055140,$25.99,Red,"Made of 100% Polyester, Woven"
Cincinnati Reds,http://shop.neweracap.com/Style/59Fifty-MLB-Authentic-Collection/20055134,Cincinnati Reds MLB Authentic Collection 59FIFTY Cap,20055134,$25.99,Red/Black,"Made of 100% Polyester, Woven"
